p_archivos,ej5,ej6
76,145272867,66943259
77,142659558,70095571
78,145945691,70473311
79,153758126,71836104
80,156676849,75646300
81,153391411,74161987
82,169188860,72144225
83,145486186,69276857
84,148447517,67311730
85,145711014,71906531
86,169668698,70319793
87,159204926,72997640
88,166210989,75088280
89,163901604,69440191
90,146868521,71014822
91,149570131,72095703
92,162757875,70328941
93,156442490,67569854
94,145251603,94347086
95,193242254,96136403
96,213472880,96910403
97,192085885,99038665
98,209391627,94719281
99,192345420,99002624
100,205549955,96182496
1,199799552,198626022
2,131086429,147493275
3,113827258,125747616
4,97625521,118952999
5,102465928,118573731
6,111187947,115518307
7,113865365,107979407
8,116345904,100807725
9,107928260,94975043
10,125510634,92853219
11,108743126,92276683
12,109328182,86453093
13,110175893,86879609
14,114425618,85886028
15,119146601,89900636
16,120439342,87818575
17,137514808,89387835
18,120225574,88547584
19,125496300,89447830
20,126669803,88557104
21,130679673,85991226
22,151644190,92284970
23,134988194,85885896
24,134982666,82999312
25,138769498,85403055
26,137623462,87597665
27,140763377,77880915
28,125208940,75359859
29,143596417,71783925
30,128651323,75252275
31,135054341,72042199
32,134231438,71318268
33,139320725,71463012
34,137940193,75798897
35,154034714,71927044
36,138014786,72483548
37,146445843,76920337
38,137563969,74196698
39,151266347,76297611
40,153068241,71645333
41,146967937,70131491
42,149633643,70179969
43,145093114,71569593
44,147895006,73394825
45,150974301,73777931
46,163117408,85323763
47,170977137,89045305
48,158153141,87842024
49,185384000,85630426
50,179235725,81926583
51,163243788,81080819
52,194961125,84995875
53,163926364,83901872
54,164517590,80859601
55,190348700,88063314
56,163803043,88174361
57,180411970,83476710
58,161279506,82384851
59,169753426,82256706
60,190638360,83539313
61,167466869,73557462
62,144630795,70840188
63,146914086,68561056
64,161429961,70788538
65,145208319,72069693
66,142903671,73476412
67,152545431,73050307
68,164354552,70778303
69,148563302,71296413
70,153988252,71845781
71,153832304,71228852
72,155736210,70498974
73,153984358,70317415
74,147507379,70886228
75,157252971,74246815
76,159862596,71393154
77,163356954,70978093
78,151215377,70596201
79,161816144,84637502
80,170028844,82858689
81,171991729,80499415
82,174669641,85398060
83,191976108,83095753
84,170334248,81285642
85,170523640,86611180
86,192897476,88563247
87,172894807,84679434
88,186477513,80655707
89,186145063,81544963
90,170678442,78981800
91,174933506,81765183
92,192677785,81075974
93,166885002,87114480
94,164496828,70446293
95,159150029,69824770
96,161229953,70793083
97,164709442,69797971
98,155275413,74011030
99,177177935,70692454
100,148919522,73476327
1,149672495,152025192
2,99381216,110857889
3,80614632,93988309
4,71974723,81843375
5,72447853,83062590
6,78593348,83409352
7,86866852,80933906
8,86543402,80345190
9,92807381,79352777
10,92261483,74230665
11,112646834,77962826
12,91415878,79316364
13,103667509,73160844
14,110499021,85444422
15,117030067,86054975
16,134088957,86326312
17,121382622,91471091
18,120339646,83572985
19,125020457,88997678
20,130411546,92651115
21,127494014,82737573
22,136351100,87932468
23,135708831,88031898
24,135065879,85951746
25,136667569,91969587
26,140778815,82398256
27,139207861,87966905
28,140764890,82107670
29,149360789,87080245
30,153353582,88743951
31,149716762,82842975
32,143496375,70706587
33,137700768,73399018
34,131760728,72911557
35,138724211,73094515
36,142963101,71925056
37,161576370,75290179
38,135525609,72791785
39,143220988,71430597
40,147649740,73206284
41,146582977,68388055
42,139354332,74615602
43,139687091,74086255
44,146946079,71879951
45,154109981,73713386
46,147349119,72887152
47,145398786,68698480
48,147670456,71866276
49,156961929,75629013
50,152362266,81640875
51,168418070,85207554
52,160662410,83386333
53,170596172,88864502
54,171120190,84206908
55,164168116,82643824
56,174170121,83132460
57,171719552,88639143
58,184827141,81423154
59,168943476,80881879
60,166960655,84691743
61,172751777,78696915
62,169066519,81312992
63,173291562,81184188
64,166765914,78949476
65,172004808,81860980
66,159199951,69729225
67,149082142,71815879
68,151306258,69783415
69,147980733,73405123
70,155411923,72197612
71,152468951,76226584
72,143365316,70984985
73,145883797,66193797
74,157771792,71977552
75,148331164,71513509
76,154647735,69452544
77,146590998,70191391
78,149285174,70435643
79,152058645,71205472
80,149108157,71195396
81,151743392,71566506
82,146510430,73330168
83,146272977,69034606
84,180133620,80003040
85,181027881,78912335
86,165806479,87147589
87,179646318,82694282
88,172911119,80678442
89,169633896,79803636
90,181007712,83832905
91,166394099,84606543
92,170666958,82290183
93,165980056,83892593
94,180357433,85230004
95,182722111,81470995
96,173299204,84043865
97,174147172,84193101
98,200432994,86182618
99,168812521,75010377
100,150581706,68112148
1,150787744,152302125
2,98114531,112584637
3,82422020,97799600
4,72482710,83698256
5,76881562,82637843
6,82551030,84895025
7,86478319,81948128
8,83590507,74591939
9,89525056,78481532
10,91155747,78254025
11,90284078,76157624
12,92673818,75175807
13,98275390,72985523
14,99581249,78428770
15,108570675,73158463
16,103441659,78607466
17,108127208,73556245
18,109141221,77200913
19,107631034,74507967
20,124168531,80692978
21,127801614,85852329
22,126356308,85004953
23,131077976,85518977
24,147986048,86716574
25,136187322,83297811
26,140264390,82558621
27,144530146,79953501
28,146333900,89385806
29,144765008,86721519
30,159195372,86549191
31,152813487,87865572
32,158762758,83618679
33,151342163,85637915
34,155587054,88052893
35,154639928,89553331
36,156401543,86456095
37,157210271,78259091
38,146717008,71567300
39,145309013,73112226
40,150887207,72569074
41,150808949,72986621
42,142079660,71427937
43,156562350,71992790
44,148447071,73753818
45,145220300,74703890
46,153633162,74500255
47,145296994,72251493
48,151866815,74478152
49,147074834,74304674
50,157054696,70916275
51,157554478,75417161
52,141579634,69173623
53,157366628,69675143
54,146455990,69930677
55,146983624,81937059
56,172000191,83719751
57,185521902,83840806
58,172650706,85173988
59,188256623,89218116
60,174856324,83795158
61,169933407,82132660
62,183391963,80656339
63,175186106,83866298
64,172228025,84353874
65,183486883,84863012
66,163803947,82547628
67,167229929,85880615
68,173421444,90346804
69,171875002,81865411
70,193307138,85965925
71,227386738,119048561
72,237827309,118392462
73,233777870,111272191
74,253716841,115678564
75,231876872,113760365
76,219607811,119032626
77,254724205,118721608
78,241815352,116636207
79,246882281,117465677
80,267192716,114429422
81,250133784,117081596
82,196549739,100467744
83,185058181,94649228
84,194799760,95891273
85,184528486,98334530
86,207483720,94604078
87,205077164,93312682
88,187651602,95952792
89,222573715,95600593
90,193055288,95318695
91,196002653,97452072
92,191007922,96413935
93,204152828,98107942
94,199341853,97532051
95,178255755,83084930
96,170623981,81436326
97,186288864,86598575
98,164446174,87302151
99,172088403,82327421
100,173630533,77274175
1,190906888,176127567
2,114641480,135057194
3,94405948,118102256
4,84671869,99247565
5,94936436,99568414
6,96405673,96450291
7,101120239,95913163
8,102996917,86925844
9,109655031,87709686
10,108167973,90180949
11,118320948,92498217
12,111160104,83866603
13,97988791,73532473
14,97843547,74851482
15,104416730,72050968
16,105415437,79403090
17,107505100,74805146
18,105762874,75438365
19,105051741,71110483
20,115119939,76996621
21,109934996,72843674
22,113612188,73272470
23,120591719,74288446
24,127892943,69906172
25,117641965,74649849
26,122763486,71713956
27,121433123,69279513
28,126145676,69827467
29,125280007,71140093
30,128271530,72477475
31,132993777,75108749
32,133661697,72964752
33,141556831,82798607
34,155932967,84149797
35,158089798,83352285
36,163321744,85522526
37,162368780,82757901
38,157674446,83715277
39,179631405,85775986
40,160630763,82189233
41,159194886,87093566
42,178584265,85339758
43,153951425,86187154
44,178031612,85382890
45,169204720,86703494
46,169803846,81875555
47,162837469,85413959
48,163732653,83943048
49,171961011,71698332
50,147739433,77027575
51,142488280,73058346
52,143277193,71855906
53,151634333,70564638
54,145488748,74180159
55,173429491,74521001
56,154461284,71804304
57,161157692,71562463
58,152197356,69037350
59,162363013,72311689
60,160481176,74566622
61,153262464,74644140
62,149587135,74147977
63,145748699,70721072
64,143930125,70690785
65,144670399,69901055
66,170286849,68836265
67,141594106,64131774
68,134839627,64049376
69,140547125,61375801
70,145401827,65047709
71,134851542,67243834
72,153168571,66339285
73,134345641,64633050
74,148986219,65926758
75,143225764,65385773
76,141591480,61873055
77,140369072,66671038
78,144427555,66478437
79,136970394,61210027
80,144329402,66454879
81,144301976,64610146
82,138934309,63747313
83,145111438,60251444
84,138746128,65564344
85,139499402,62495933
86,149806803,70804964
87,153830133,70711370
88,159599632,67733800
89,160170847,69721668
90,155701283,72282710
91,166788641,69362796
92,149896208,73457557
93,150697398,68261180
94,154483291,75240070
95,152521231,73966444
96,165717303,70197236
97,159800188,71609790
98,150848223,70868448
99,150058536,69927643
100,154619392,72495950
1,150192447,149373014
2,101003553,111814215
3,83196459,121057182
4,97185788,112631768
5,107997039,111588382
6,105245789,112432387
7,121368027,111425726
8,117342693,106768555
9,135896967,99936693
10,128782177,104325475
11,146190180,97904383
12,125372997,97760702
13,130418312,98986930
14,128546555,97251392
15,132414599,97237989
16,135723565,99782337
17,134516232,104180591
18,141812248,96850901
19,136445333,99392948
20,144532807,97594184
21,131713301,89421856
22,129690142,90270339
23,157543558,91233446
24,137087821,88918886
25,138011247,88282675
26,138778322,86293369
27,140174597,89387904
28,148922715,87075833
29,141849466,86658296
30,147089416,81825688
31,167518770,87748516
32,156097050,87895780
33,154465586,87202408
34,154754807,85751810
35,151109117,86074405
36,160715873,82804151
37,158686938,86927318
38,141965331,68602214
39,137916212,72701361
40,164831171,70967616
41,146963832,69258588
42,144339489,71633656
43,159714591,67158167
44,149882416,75177407
45,139911462,75058043
46,163328713,74548793
47,143878488,72986774
48,146822001,72101348
49,145489539,74826721
50,155091830,76551894
51,145386985,73463328
52,153281595,71731087
53,145086892,74881027
54,161839116,69728923
55,141279135,77696832
56,167284527,81966025
57,170269549,84387051
58,190596611,80027608
59,165298088,85855675
60,179581215,83386924
61,166939239,84475648
62,170664289,81229668
63,158353147,84752856
64,179493439,82284895
65,167190158,82604469
66,170277300,82358428
67,165987749,85283711
68,181472220,86206177
69,173393364,81188727
70,167845124,86837650
71,166784218,70237158
72,145642177,68882284
73,149671368,72572769
74,152780599,73031188
75,148324353,71551652
76,154848722,70203331
77,159541431,71569605
78,167601703,72653897
79,151182115,74314265
80,147388978,70045129
81,150203042,75288883
82,151240833,70498833
83,147624859,70992026
84,148332085,69894822
85,153455438,70616760
86,152404925,69827977
87,159414371,74903020
88,153307241,72825506
89,183590201,80840126
90,167656317,82307642
91,173070142,82890934
92,170143269,80946331
93,172969368,84601837
94,179275023,86608643
95,170078124,81205285
96,173913559,76444301
97,191115018,84130685
98,172045356,81905350
99,177610023,82635395
100,172872271,84852388
1,179759475,179023977
2,114939012,136504954
3,114942801,115037100
4,146912729,145749785
5,129914290,136553416
6,137533827,137035418
7,140963734,125678233
8,140899504,132221797
9,184600985,123773061
10,180213490,122437353
11,187024566,122622611
12,186002073,122144114
13,157461463,129389298
14,195308958,129658979
15,173008497,131952355
16,163425157,126494912
17,167130960,100760538
18,171443821,95325180
19,139919912,96113999
20,143222032,97087984
21,150013569,101690077
22,149217160,98015178
23,141812574,93893384
24,154567133,101022187
25,150824243,95210941
26,161435422,103288967
27,183136419,100225234
28,162239625,101650577
29,165865977,94152504
30,163117490,95775714
31,167666790,101133147
32,174094110,97353787
33,168067419,85017080
34,155723956,81371128
35,154534583,83548100
36,162098267,87797313
37,155726601,86736274
38,161206678,81764888
39,164076826,83293157
40,173870602,84134112
41,161468380,83243398
42,169271442,83890044
43,172089785,85854890
44,155863497,82498313
45,167704840,85364666
46,173195830,80859039
47,163034170,86365631
48,172031547,85987111
49,156801162,75155592
50,151876543,73314930
51,159439075,74202782
52,146789525,72478265
53,149612916,71153086
54,148760339,69531215
55,145275478,70677751
56,143906423,72292976
57,146750626,71234781
58,145495175,73626531
59,143198571,71364328
60,171887749,75048789
61,164231802,72674427
62,140948962,73184256
63,140705893,67723247
64,147419194,72707979
65,150521850,74743183
66,150883108,70273235
67,144323452,63878089
68,141347485,62653135
69,142018911,66229095
70,147301351,63399145
71,139724951,65076904
72,137201863,63370553
73,142525934,64322749
74,148564484,63065748
75,143549225,66194841
76,147567169,63872928
77,144874522,67998945
78,135193918,63728616
79,139862737,62113850
80,139444498,65705692
81,150603207,62402702
82,140836977,65490402
83,137054922,65014095
84,140775917,65437468
85,139854195,64774435
86,146717861,73573350
87,149205329,72229097
88,159354934,70948345
89,148753896,73167732
90,146618342,70085618
91,155793006,71744570
92,154569944,67231645
93,150525022,71295498
94,156829495,71425966
95,153245838,72255097
96,160118370,70451769
97,137046824,73846508
98,169047443,73016290
99,152692556,71459439
100,177841936,71825930
1,151863898,151042633
2,98286166,108018419
3,84014132,134180017
4,98366874,116292421
5,104032362,114976466
6,106122355,110889772
7,112841965,111812392
8,113620415,104403293
9,147384202,100660159
10,119065276,98590785
11,122864327,100320601
12,123109939,101756846
13,126226049,101414721
14,130040896,101727933
15,133704105,103942484
16,134682786,101314237
17,136652673,95816612
18,147818195,104480939
19,144173706,96764096
20,144068376,90612259
21,126139049,84994211
22,130444323,87351831
23,137788896,85579037
24,132128198,87398626
25,139596740,89451139
26,138524479,89064731
27,166055825,89280216
28,149790967,90202044
29,167133075,88299442
30,147319917,82146571
31,149537456,88036190
32,157687954,89015065
33,153091409,88376780
34,156359466,84023911
35,158337265,83896143
36,161096663,84071940
37,165276305,73294373
38,146837267,73796916
39,157688048,70585118
40,139883433,70363951
41,143774401,72628588
42,160476913,71279437
43,145891675,71380041
44,141100052,72850019
45,147335290,72573220
46,148062898,73177091
47,148908496,72122278
48,146018613,73216011
49,147069827,72352290
50,145211492,73012976
51,153121334,70205831
52,149320718,71196858
53,148657380,68457954
54,150629948,70405115
55,145321065,79728712
56,165460168,82448982
57,180192209,83434996
58,164751340,80289976
59,193915319,85635317
60,181318227,84298331
61,181857053,83355933
62,167692171,83051234
63,165439232,84814704
64,163385980,83687951
65,180666884,84865626
66,163856836,82456559
67,182752778,83020079
68,161192667,84359792
69,178843084,83648395
70,176796810,82881456
71,149967304,71339843
72,149060870,67654597
73,139416309,71684324
74,153387989,69730305
75,148085773,69730311
76,162067358,73039857
77,163288856,69840769
78,152845580,68860928
79,156685244,73457793
80,159283180,68000379
81,144840716,72392582
82,155981117,75121070
83,147683327,70485311
84,168839098,70318755
85,173829960,66862607
86,161782694,75073259
87,152232949,69262734
88,156068564,75464328
89,175855812,81811580
90,184551557,79383362
91,181302977,83143531
92,189172345,83725829
93,169108969,80419738
94,172470097,83843126
95,176815993,81727356
96,179681849,81657922
97,174302961,87370324
98,171967185,81888298
99,180796659,86645832
100,168685670,82677438
1,174776285,175869032
2,114533015,131979159
3,95274891,105631100
4,71835155,83575740
5,95695964,87004186
6,83113141,85970787
7,85199008,80464594
8,83787080,74181505
9,89249451,78090808
10,100738461,74257961
11,95004290,77227453
12,97772730,73522369
13,108121913,78227202
14,112156250,76509782
15,109117268,76544313
16,116354855,73439975
17,104330203,72460130
18,103074464,72133517
19,107582220,72890450
20,114394514,72510755
21,110447933,76996955
22,111768804,72763495
23,113546221,72119913
24,131215280,75050577
25,124989106,75593915
26,138065902,80945557
27,161533386,88488862
28,140617247,87895562
29,165166517,85679845
30,159531738,82979828
31,150762061,85164949
32,177387998,87335429
33,168690684,82308133
34,149204444,89254331
35,154624571,82507390
36,153219182,83977036
37,159843410,89937065
38,169224658,82697536
39,158410252,82692084
40,175614256,82612712
41,178244066,82558118
42,208346408,124855578
43,226184583,124683107
44,245627417,123668980
45,258341066,122266572
46,227254428,118014720
47,221686196,119376127
48,229085481,120146464
49,223102726,119255247
50,217843501,115654692
51,246892094,118212603
52,232088096,115543573
53,210638906,100737477
54,196530205,94344093
55,192200014,97673053
56,187136185,96292328
57,207277504,98258034
58,191317931,92305077
59,198598543,93187485
60,205900863,90728679
61,211826353,90453588
62,188319330,96579273
63,189327762,94790494
64,192782111,95083247
65,188515992,99377413
66,201273238,93709623
67,181556288,86179868
68,169493940,82870395
69,178120369,80952466
70,164618429,83953724
71,179179937,80547955
72,178432708,84075003
73,171374845,82169365
74,169997255,83472778
75,172236114,85263109
76,167717247,81768255
77,156825481,77937471
78,164165851,86670198
79,181491392,84729366
80,179369616,88359892
81,194106643,83696011
82,174120949,66725211
83,150957034,71835063
84,165750472,72059305
85,152382309,69790297
86,149718254,72523234
87,154313312,73929340
88,162041518,69278589
89,151525372,69959885
90,156099450,69181566
91,158419194,73928062
92,154694223,70150439
93,151808885,72702816
94,149068666,69114519
95,143029317,73189638
96,174926447,73631015
97,146453757,70375949
98,160390281,72097784
99,147513406,71922106
100,136012727,64634251
1,149912965,137262796
2,90242371,101558274
3,73878007,83176515
4,65543989,78442017
5,71775172,75494154
6,75575786,75031476
7,77403597,73000072
8,75670323,72736872
9,82901422,68183414
10,93228740,71408898
11,101035473,65661624
12,90914021,69811436
13,84291809,66957154
14,86917375,66993162
15,92585596,70894075
16,93458056,65197932
17,114257164,65726029
18,107494370,65354883
19,105803372,70883929
20,106312743,70211808
21,104700061,68116048
22,108108511,64501643
23,113719344,70909137
24,116265203,76869513
25,136916572,70320458
26,148863649,71083213
27,121947170,76846017
28,136098459,75832428
29,127605597,74968705
30,128359313,69622751
31,148084341,71210349
32,134633179,71666521
33,136816189,75382584
34,132725908,73688338
35,137838915,74802775
36,152385552,74625047
37,143274142,75854945
38,150492639,74816675
39,155451425,73672739
40,147120655,71018121
41,160269926,71238803
42,176288500,101187598
43,211989130,92401305
44,180320673,93974017
45,182298553,94771923
46,187690342,97048612
47,182308898,93317745
48,189951259,97193351
49,184054256,98569714
50,177147784,92374281
51,186334991,98473866
52,184462645,95668671
53,189873392,96933797
54,193281428,89738691
55,187524243,92302176
56,185453968,82254781
57,184353948,87289688
58,177959530,85331651
59,203609818,84154328
60,183458723,87986075
61,190520445,84808434
62,182531800,85194346
63,165015695,82461926
64,179463435,82802714
65,187295635,84249054
66,168051265,80663100
67,180488728,79448197
68,170750958,87540721
69,182376461,81718410
70,172314084,85486393
71,175384359,68928055
72,150828523,68891093
73,151341130,73939697
74,142757693,66726905
75,178507912,73049235
76,138991464,72291235
77,150380014,72694711
78,156940977,76559643
79,159732555,73267792
80,154762484,73736687
81,160562618,67716237
82,183257582,70807974
83,158182707,72998190
84,172222558,72345935
85,153558389,72832223
86,160264129,67193243
87,149707884,73688876
88,158533628,81778546
89,176039159,83767878
90,166601349,83051016
91,176855973,84305218
92,170212828,78923794
93,169372724,79861262
94,177463951,87761291
95,177180125,82574531
96,173745397,84694463
97,174338252,84396337
98,177153123,82511042
99,171096703,87162273
100,197834784,87057564
1,177070152,175376588
2,116039721,130205510
3,92431956,97624622
4,72730928,87179473
5,73202038,80968583
6,83904229,82357125
7,76385515,82091075
8,88436506,75428291
9,90085035,76114218
10,97883357,75131621
11,93645627,80044658
12,93364111,78026159
13,98983884,75620435
14,100340409,74891984
15,103047811,75216553
16,113034110,75738675
17,106339888,72653242
18,109892434,74191163
19,105288721,75926522
20,112628574,75945236
21,113094238,75243402
22,117579176,71087427
23,116480208,77677718
24,121182515,70948495
25,115819316,81240344
26,153393276,85642711
27,134570073,87928860
28,144551151,84380527
29,147903066,81663910
30,146625497,84209283
31,150400009,86045421
32,147068486,83080066
33,159721004,86317728
34,155507116,84130795
35,173996201,81413286
36,158854712,86472574
37,164189154,81026088
38,162744824,90565444
39,163305330,86959570
40,162066559,87745070
41,162752029,84045298
42,162860385,74125634
43,150560167,72099604
44,140534131,70960967
45,140656236,74068312
46,142901285,73547555
47,160794257,70429731
48,155567041,72572712
49,144426509,76276712
50,144986973,71868349
51,157138221,74097127
52,154521463,72591611
53,148955425,70294400
54,160763486,74787376
55,147829320,72050173
56,166115538,76379941
57,160485197,70866267
58,160257162,71743010
59,158160978,70950091
60,176417818,82282246
61,169155284,82365676
62,174236685,82458686
63,170663352,88053372
64,171864049,88261273
65,170229359,88610991
66,173030486,83831459
67,185634336,85439169
68,173000638,78293800
69,166604820,84564521
70,182381615,81292774
71,176764808,82995942
72,167989662,83882990
73,169061567,84459924
74,178784493,83370788
75,181700453,123362025
76,230614274,117073786
77,233685672,119294254
78,240280140,120367803
79,237701120,120341350
80,228384559,114337488
81,252126023,120960577
82,247047269,118689934
83,234940926,113996138
84,261153810,119555742
85,232160848,118662889
86,222517311,92126555
87,186391028,88110901
88,211184581,96621451
89,198387574,93202776
90,191640818,96172195
91,196649990,97309769
92,203073177,98122201
93,209457357,90399324
94,202650589,95487578
95,207569675,99056081
96,189796087,97901258
97,196745030,100548372
98,209397922,92462904
99,186509963,94757397
100,197729826,74799056
1,175619918,192609678
2,114607359,136150922
3,94666078,112411453
4,85922125,96735672
5,96443975,96794713
6,96977306,94827526
7,103847764,94741197
8,101402723,95464506
9,104840393,86458871
10,107846532,91970978
11,109159767,85129368
12,110910035,84794354
13,108416926,85910610
14,120936986,85862981
15,118045438,92581894
16,116915899,89432988
17,122077700,89875076
18,113460426,72387244
19,126605149,77827243
20,118111501,76735513
21,113177388,75468311
22,115561894,70166922
23,115536841,72521277
24,120123871,76702303
25,113525151,70848222
26,119835308,70669353
27,126417973,71406594
28,125601484,72026024
29,130759965,75075017
30,128568851,73545440
31,151390122,74228646
32,151879621,74140720
33,152411759,72238770
34,133139397,71476982
35,138039766,71468202
36,145022811,72126649
37,143073470,72845174
38,129760894,66693339
39,129750768,64368968
40,129255190,63023835
41,132854295,66239399
42,135911072,67212427
43,148641433,66106796
44,132559080,63937494
45,131553757,62945363
46,133493466,64127201
47,132670388,66960605
48,139401669,69003058
49,139176232,66287096
50,133106959,68540036
51,137783955,61984743
52,147457714,68171773
53,134056365,65924658
54,130985712,63671864
55,131858932,63381497
56,155860377,61972820
57,153716666,72779707
58,153552573,68613209
59,151643034,72155816
60,146823996,68984248
61,164322910,72507771
62,158800941,67809387
63,146516699,68885365
64,147671148,74972061
65,146555444,74463796
66,148033808,75515551
67,150441507,74015376
68,159282272,72676281
69,161827213,67933492
70,147222267,73807152
71,159445480,75333751
72,150538776,75359245
73,156904701,73949765
74,143111416,75475181
75,175461898,100661164
76,202123571,95761868
77,190173412,94505116
78,188871403,95509659
79,179491402,95975893
80,199181300,97172001
81,194926874,93611045
82,183754114,94902262
83,184615785,97573497
84,205292308,95753699
85,195040627,96090793
86,190875844,95010485
87,195863874,98629359
88,203676769,94871817
89,176756417,84907156
90,177335127,87755784
91,174535480,77719717
92,195814632,92502149
93,186347978,85420580
94,211007323,84687158
95,180613898,84429502
96,178055179,79892586
97,179225934,77434798
98,178545181,83024544
99,168130319,91142458
100,189607896,82760081
1,176339830,174208036
2,116889165,128296188
3,98442512,97132201
4,73824328,99514853
5,77225522,98223826
6,86563330,85036379
7,88747001,82963647
8,86058949,82145036
9,90773447,76514580
10,93390000,75056791
11,95822349,79484890
12,97434513,81136233
13,95750659,73981721
14,100908754,73425545
15,105975770,76884847
16,107960503,76459499
17,109044427,76293407
18,129509911,75983581
19,113315198,77261882
20,113911384,77019641
21,115834500,71810985
22,120282061,76983631
23,116877425,72596619
24,119136536,74237925
25,125298440,90556896
26,143303621,83543306
27,142420433,87716512
28,144152280,84918550
29,149644633,88148486
30,153694314,88122924
31,156524981,80593717
32,150874593,91620966
33,162228130,83748332
34,158378463,83803481
35,161865121,83428548
36,162005432,85652374
37,161376827,85866677
38,159237642,83210373
39,168235600,87059929
40,160009744,84883706
41,169951030,81842271
42,149155396,69466666
43,151706031,70989224
44,167070242,73494267
45,150607011,72721678
46,148769648,72476690
47,144027635,76793699
48,143074897,74406031
49,146327744,76622188
50,145477207,70151398
51,147677407,68812097
52,145154348,76229936
53,147070158,72619620
54,151975667,73910106
55,155736256,74440424
56,153721064,72331824
57,162171842,75014622
58,151942902,72185708
59,144133927,81454869
60,190255324,84835601
61,167158441,87097351
62,173472068,84757101
63,173048990,84038360
64,171566842,82477101
65,180628941,83678986
66,164288677,85467544
67,168018188,81817240
68,175449198,87464047
69,188451828,81859679
70,173748347,83588839
71,172352901,83179405
72,171967322,84348635
73,170383837,85164025
74,169463937,82171593
75,154893568,73367572
76,154182333,72917063
77,157159715,72515658
78,152655110,66420920
79,147890463,69630614
80,153372948,69996691
81,151012563,71213333
82,151265881,70497741
83,152717652,69791640
84,144410918,68938571
85,147528553,70794051
86,152782458,71864812
87,157644101,75040398
88,155505220,69864694
89,154842376,75415789
90,159300830,71072805
91,144624400,73452769
92,146751352,71953091
93,171400370,82142241
94,177243376,80723323
95,213248031,95842328
96,185706744,80990903
97,172439135,99416445
98,174565055,82372201
99,180254905,82698221
100,173490295,84305935
1,179585280,174443500
2,117535837,178481987
3,122993833,126757197
4,84283506,99017057
5,85319105,100155307
6,99618189,96287702
7,96605264,94458650
8,105224933,80442505
9,94005225,75780362
10,93290516,74506439
11,92322779,76318279
12,93863102,74235409
13,103968596,74368539
14,100050200,77588865
15,99469997,76441452
16,105816777,73355931
17,102668890,77192446
18,108919928,71085159
19,109926552,77912068
20,109858326,75668477
21,112473492,72672077
22,113461522,71424061
23,114276097,70578802
24,126888297,72486126
25,122922737,69784053
26,117751676,74956975
27,121657649,70680402
28,123346958,74995260
29,123765338,74162574
30,143665893,83263333
31,152457731,88523117
32,150151287,81477283
33,159763529,83373551
34,159413025,80560769
35,151836946,84436659
36,156600155,86222357
37,159949671,86208054
38,159419487,87699802
39,161473504,86392479
40,164389907,84524023
41,169474312,87891054
42,165336130,88917069
43,180428072,86929651
44,193979826,85218175
45,166642231,81292810
46,187822400,117898924
47,220974628,119619842
48,232221231,119601695
49,229491023,114366076
50,223790349,121751472
51,230485476,116155717
52,225919281,123748261
53,225992142,113401027
54,233313452,112959510
55,234354093,122902785
56,218185607,117707442
57,225776071,111579736
58,197374085,98086176
59,183525737,96669212
60,183116597,96439685
61,181232289,96302855
62,193441104,95483539
63,185766444,96838847
64,182993882,92739997
65,191680893,98376283
66,189657410,95871127
67,188796653,95464608
68,196797388,93717929
69,186691484,89338642
70,195714995,97772289
71,211955579,86492473
72,179065884,88747273
73,172732513,85730662
74,179520314,84654776
75,176487730,84739555
76,172260214,87611668
77,175486707,82409860
78,176134315,84821428
79,173741608,84588129
80,168986829,83728255
81,168594429,84002908
82,178270540,84014595
83,170339587,83190366
84,167279417,80930496
85,169337829,80967770
86,175288648,81258238
87,167332835,72366650
88,151261223,74263373
89,156859183,71203659
90,150158949,68725899
91,146452920,69040496
92,152847079,69265382
93,140089919,70840870
94,150764659,70477415
95,158039853,70554873
96,149921267,72884167
97,154644014,68639957
98,138993732,70171437
99,151219256,65383082
100,146212934,71347826
1,151070686,149987292
2,98127041,111297791
3,81798798,95144525
4,73278745,82229031
5,74165068,78065494
6,77119038,71624036
7,71157682,69072252
8,81476487,72428109
9,79454161,68886955
10,79324178,70614084
11,82174767,66326562
12,85707399,70166729
13,86910328,69245625
14,88301158,69798787
15,93650537,68906496
16,95154674,65300109
17,95215255,67109377
18,96733326,64104357
19,102937756,63338388
20,110523306,66055296
21,109519693,67575242
22,102949793,68670527
23,108133863,69074516
24,116484775,65666176
25,112294125,64751630
26,117018179,66890903
27,112771321,66144305
28,117922352,63882019
29,123383184,69811741
30,122595470,71840242
31,137074945,71978369
32,129267222,75706025
33,138210808,70276668
34,139407148,75933627
35,139908047,69525491
36,138176999,70172141
37,134288491,69522812
38,141727165,73921164
39,145274866,72776244
40,144197145,71543822
41,143738630,70147122
42,141928561,73088464
43,146817759,71277019
44,147910036,70743762
45,144730858,70499250
46,146787839,71739374
47,144908112,69799119
48,175713293,98435060
49,193093237,95646122
50,190383367,94733827
51,184147792,95500858
52,186933805,93904297
53,180830365,96101446
54,187897251,99225066
55,197229832,98149198
56,189175008,94643754
57,198382463,93055151
58,192910652,93298690
59,190135259,96938470
60,195144144,91791458
61,188093494,91656219
62,174581538,87943309
63,168810583,83193362
64,179741202,84301438
65,191487922,87344135
66,174697732,79951055
67,167670554,78032780
68,181040623,84522011
69,166545491,81793865
70,182078838,84414925
71,166778497,87269683
72,193955467,80770340
73,173712741,86196120
